fact_id,query_id,write_fact_A,query_B,expected_output_A
User_026011_F3,User_026011_Q3,Mobil yang dimiliki User_026011 adalah Ford berwarna Abu-abu.,Apa merek mobil User_026011?,Ford
User_029111_F0,User_029111_Q0,User_029111 tinggal di kota Medan.,Di kota mana User_029111 tinggal?,Medan
User_011008_F2,User_011008_Q2,User_011008 memiliki peliharaan Burung bernama Mochi.,Siapa nama peliharaan User_011008?,Mochi
User_028046_F0,User_028046_Q0,User_028046 tinggal di kota Mataram.,Di kota mana User_028046 tinggal?,Mataram
User_018772_F1,User_018772_Q1,User_018772 bekerja sebagai Nelayan.,Apa pekerjaan User_018772?,Nelayan
User_012891_F4,User_012891_Q4,User_012891 baru membeli Hyundai warna Hijau.,Apa warna mobil User_012891?,Hijau
User_009695_F2,User_009695_Q2,User_009695 memiliki peliharaan Burung bernama Max.,Siapa nama peliharaan User_009695?,Max
User_008535_F1,User_008535_Q1,User_008535 bekerja sebagai Insinyur.,Apa pekerjaan User_008535?,Insinyur
User_001314_F3,User_001314_Q3,Mobil yang dimiliki User_001314 adalah Toyota berwarna Merah.,Apa merek mobil User_001314?,Toyota
User_008927_F4,User_008927_Q4,User_008927 baru membeli BMW warna Hijau.,Apa warna mobil User_008927?,Hijau
User_008545_F4,User_008545_Q4,User_008545 baru membeli Toyota warna Oranye.,Apa warna mobil User_008545?,Oranye
User_009547_F3,User_009547_Q3,Mobil yang dimiliki User_009547 adalah BMW berwarna Abu-abu.,Apa merek mobil User_009547?,BMW
User_024795_F1,User_024795_Q1,User_024795 bekerja sebagai Pilot.,Apa pekerjaan User_024795?,Pilot
User_009751_F1,User_009751_Q1,User_009751 bekerja sebagai Wartawan.,Apa pekerjaan User_009751?,Wartawan
User_022096_F2,User_022096_Q2,User_022096 memiliki peliharaan Ikan bernama Bella.,Siapa nama peliharaan User_022096?,Bella
User_028189_F2,User_028189_Q2,User_028189 memiliki peliharaan Kelinci bernama Simba.,Siapa nama peliharaan User_028189?,Simba
User_006778_F1,User_006778_Q1,User_006778 bekerja sebagai Tentara.,Apa pekerjaan User_006778?,Tentara
User_006686_F0,User_006686_Q0,User_006686 tinggal di kota Denpasar.,Di kota mana User_006686 tinggal?,Denpasar
User_014842_F2,User_014842_Q2,User_014842 memiliki peliharaan Kelinci bernama Coco.,Siapa nama peliharaan User_014842?,Coco
User_019769_F0,User_019769_Q0,User_019769 tinggal di kota Makassar.,Di kota mana User_019769 tinggal?,Makassar
User_025659_F2,User_025659_Q2,User_025659 memiliki peliharaan Kura-kura bernama Milo.,Siapa nama peliharaan User_025659?,Milo
User_024928_F0,User_024928_Q0,User_024928 tinggal di kota Malang.,Di kota mana User_024928 tinggal?,Malang
User_015765_F2,User_015765_Q2,User_015765 memiliki peliharaan Anjing bernama Max.,Siapa nama peliharaan User_015765?,Max
User_029053_F4,User_029053_Q4,User_029053 baru membeli Toyota warna Merah.,Apa warna mobil User_029053?,Merah
User_013007_F0,User_013007_Q0,User_013007 tinggal di kota Medan.,Di kota mana User_013007 tinggal?,Medan
User_010840_F1,User_010840_Q1,User_010840 bekerja sebagai Desainer.,Apa pekerjaan User_010840?,Desainer
User_014588_F0,User_014588_Q0,User_014588 tinggal di kota Semarang.,Di kota mana User_014588 tinggal?,Semarang
User_003396_F3,User_003396_Q3,Mobil yang dimiliki User_003396 adalah Mitsubishi berwarna Putih.,Apa merek mobil User_003396?,Mitsubishi
User_008560_F2,User_008560_Q2,User_008560 memiliki peliharaan Ayam bernama Mochi.,Siapa nama peliharaan User_008560?,Mochi
User_003840_F3,User_003840_Q3,Mobil yang dimiliki User_003840 adalah Daihatsu berwarna Ungu.,Apa merek mobil User_003840?,Daihatsu
User_026641_F1,User_026641_Q1,User_026641 bekerja sebagai Tentara.,Apa pekerjaan User_026641?,Tentara
User_003904_F2,User_003904_Q2,User_003904 memiliki peliharaan Musang bernama Max.,Siapa nama peliharaan User_003904?,Max
User_027778_F1,User_027778_Q1,User_027778 bekerja sebagai Polisi.,Apa pekerjaan User_027778?,Polisi
User_001510_F1,User_001510_Q1,User_001510 bekerja sebagai Desainer.,Apa pekerjaan User_001510?,Desainer
User_009269_F2,User_009269_Q2,User_009269 memiliki peliharaan Kura-kura bernama Mochi.,Siapa nama peliharaan User_009269?,Mochi
User_020918_F1,User_020918_Q1,User_020918 bekerja sebagai Seniman.,Apa pekerjaan User_020918?,Seniman
User_019008_F1,User_019008_Q1,User_019008 bekerja sebagai Desainer.,Apa pekerjaan User_019008?,Desainer
User_007124_F3,User_007124_Q3,Mobil yang dimiliki User_007124 adalah Honda berwarna Oranye.,Apa merek mobil User_007124?,Honda
User_006002_F4,User_006002_Q4,User_006002 baru membeli Mazda warna Cokelat.,Apa warna mobil User_006002?,Cokelat
User_023173_F1,User_023173_Q1,User_023173 bekerja sebagai Petani.,Apa pekerjaan User_023173?,Petani
User_024339_F0,User_024339_Q0,User_024339 tinggal di kota Samarinda.,Di kota mana User_024339 tinggal?,Samarinda
User_026986_F3,User_026986_Q3,Mobil yang dimiliki User_026986 adalah Suzuki berwarna Cokelat.,Apa merek mobil User_026986?,Suzuki
User_016952_F1,User_016952_Q1,User_016952 bekerja sebagai Programmer.,Apa pekerjaan User_016952?,Programmer
User_021910_F4,User_021910_Q4,User_021910 baru membeli Ford warna Hijau.,Apa warna mobil User_021910?,Hijau
User_027493_F4,User_027493_Q4,User_027493 baru membeli Daihatsu warna Merah.,Apa warna mobil User_027493?,Merah
User_023936_F3,User_023936_Q3,Mobil yang dimiliki User_023936 adalah Daihatsu berwarna Cokelat.,Apa merek mobil User_023936?,Daihatsu
User_027084_F2,User_027084_Q2,User_027084 memiliki peliharaan Anjing bernama Oyen.,Siapa nama peliharaan User_027084?,Oyen
User_012393_F0,User_012393_Q0,User_012393 tinggal di kota Pontianak.,Di kota mana User_012393 tinggal?,Pontianak
User_026037_F3,User_026037_Q3,Mobil yang dimiliki User_026037 adalah Honda berwarna Kuning.,Apa merek mobil User_026037?,Honda
User_016684_F2,User_016684_Q2,User_016684 memiliki peliharaan Anjing bernama Bella.,Siapa nama peliharaan User_016684?,Bella
User_011864_F1,User_011864_Q1,User_011864 bekerja sebagai Insinyur.,Apa pekerjaan User_011864?,Insinyur
User_001931_F1,User_001931_Q1,User_001931 bekerja sebagai Guru.,Apa pekerjaan User_001931?,Guru
User_025920_F3,User_025920_Q3,Mobil yang dimiliki User_025920 adalah Mitsubishi berwarna Kuning.,Apa merek mobil User_025920?,Mitsubishi
User_011542_F1,User_011542_Q1,User_011542 bekerja sebagai Seniman.,Apa pekerjaan User_011542?,Seniman
User_003983_F4,User_003983_Q4,User_003983 baru membeli BMW warna Biru.,Apa warna mobil User_003983?,Biru
User_020357_F3,User_020357_Q3,Mobil yang dimiliki User_020357 adalah Mitsubishi berwarna Oranye.,Apa merek mobil User_020357?,Mitsubishi
User_023290_F2,User_023290_Q2,User_023290 memiliki peliharaan Hamster bernama Charlie.,Siapa nama peliharaan User_023290?,Charlie
User_017576_F4,User_017576_Q4,User_017576 baru membeli Hyundai warna Biru.,Apa warna mobil User_017576?,Biru
User_017155_F3,User_017155_Q3,Mobil yang dimiliki User_017155 adalah Mazda berwarna Cokelat.,Apa merek mobil User_017155?,Mazda
User_001432_F4,User_001432_Q4,User_001432 baru membeli Honda warna Oranye.,Apa warna mobil User_001432?,Oranye
User_005227_F0,User_005227_Q0,User_005227 tinggal di kota Bandung.,Di kota mana User_005227 tinggal?,Bandung
User_016328_F1,User_016328_Q1,User_016328 bekerja sebagai Tentara.,Apa pekerjaan User_016328?,Tentara
User_023198_F2,User_023198_Q2,User_023198 memiliki peliharaan Anjing bernama Rocky.,Siapa nama peliharaan User_023198?,Rocky
User_005317_F1,User_005317_Q1,User_005317 bekerja sebagai Nelayan.,Apa pekerjaan User_005317?,Nelayan
User_012587_F1,User_012587_Q1,User_012587 bekerja sebagai Insinyur.,Apa pekerjaan User_012587?,Insinyur
User_020096_F3,User_020096_Q3,Mobil yang dimiliki User_020096 adalah BMW berwarna Putih.,Apa merek mobil User_020096?,BMW
User_003313_F2,User_003313_Q2,User_003313 memiliki peliharaan Musang bernama Kiko.,Siapa nama peliharaan User_003313?,Kiko
User_022204_F1,User_022204_Q1,User_022204 bekerja sebagai Programmer.,Apa pekerjaan User_022204?,Programmer
User_004616_F4,User_004616_Q4,User_004616 baru membeli Hyundai warna Putih.,Apa warna mobil User_004616?,Putih
User_008229_F2,User_008229_Q2,User_008229 memiliki peliharaan Musang bernama Coco.,Siapa nama peliharaan User_008229?,Coco
User_008795_F2,User_008795_Q2,User_008795 memiliki peliharaan Kelinci bernama Charlie.,Siapa nama peliharaan User_008795?,Charlie
User_002401_F0,User_002401_Q0,User_002401 tinggal di kota Pekanbaru.,Di kota mana User_002401 tinggal?,Pekanbaru
User_001976_F3,User_001976_Q3,Mobil yang dimiliki User_001976 adalah Toyota berwarna Abu-abu.,Apa merek mobil User_001976?,Toyota
User_025458_F4,User_025458_Q4,User_025458 baru membeli Mitsubishi warna Biru.,Apa warna mobil User_025458?,Biru
User_000310_F2,User_000310_Q2,User_000310 memiliki peliharaan Musang bernama Daisy.,Siapa nama peliharaan User_000310?,Daisy
User_029306_F2,User_029306_Q2,User_029306 memiliki peliharaan Ayam bernama Oyen.,Siapa nama peliharaan User_029306?,Oyen
User_024499_F4,User_024499_Q4,User_024499 baru membeli Ford warna Ungu.,Apa warna mobil User_024499?,Ungu
User_026786_F4,User_026786_Q4,User_026786 baru membeli Mazda warna Cokelat.,Apa warna mobil User_026786?,Cokelat
User_029860_F2,User_029860_Q2,User_029860 memiliki peliharaan Burung bernama Bella.,Siapa nama peliharaan User_029860?,Bella
User_001500_F2,User_001500_Q2,User_001500 memiliki peliharaan Anjing bernama Oyen.,Siapa nama peliharaan User_001500?,Oyen
User_025154_F0,User_025154_Q0,User_025154 tinggal di kota Banjarmasin.,Di kota mana User_025154 tinggal?,Banjarmasin
User_022152_F2,User_022152_Q2,User_022152 memiliki peliharaan Musang bernama Charlie.,Siapa nama peliharaan User_022152?,Charlie
User_028791_F0,User_028791_Q0,User_028791 tinggal di kota Pekanbaru.,Di kota mana User_028791 tinggal?,Pekanbaru
User_005021_F4,User_005021_Q4,User_005021 baru membeli Nissan warna Cokelat.,Apa warna mobil User_005021?,Cokelat
User_011429_F4,User_011429_Q4,User_011429 baru membeli Suzuki warna Ungu.,Apa warna mobil User_011429?,Ungu
User_024661_F0,User_024661_Q0,User_024661 tinggal di kota Makassar.,Di kota mana User_024661 tinggal?,Makassar
User_010479_F1,User_010479_Q1,User_010479 bekerja sebagai Wartawan.,Apa pekerjaan User_010479?,Wartawan
User_003072_F1,User_003072_Q1,User_003072 bekerja sebagai Wartawan.,Apa pekerjaan User_003072?,Wartawan
User_027364_F3,User_027364_Q3,Mobil yang dimiliki User_027364 adalah Mitsubishi berwarna Hijau.,Apa merek mobil User_027364?,Mitsubishi
User_008990_F2,User_008990_Q2,User_008990 memiliki peliharaan Kucing bernama Coco.,Siapa nama peliharaan User_008990?,Coco
User_017043_F2,User_017043_Q2,User_017043 memiliki peliharaan Ayam bernama Max.,Siapa nama peliharaan User_017043?,Max
User_019875_F0,User_019875_Q0,User_019875 tinggal di kota Surabaya.,Di kota mana User_019875 tinggal?,Surabaya
User_009803_F1,User_009803_Q1,User_009803 bekerja sebagai Programmer.,Apa pekerjaan User_009803?,Programmer
User_004404_F3,User_004404_Q3,Mobil yang dimiliki User_004404 adalah Nissan berwarna Cokelat.,Apa merek mobil User_004404?,Nissan
User_029032_F0,User_029032_Q0,User_029032 tinggal di kota Samarinda.,Di kota mana User_029032 tinggal?,Samarinda
User_006819_F3,User_006819_Q3,Mobil yang dimiliki User_006819 adalah Honda berwarna Hitam.,Apa merek mobil User_006819?,Honda
User_020949_F3,User_020949_Q3,Mobil yang dimiliki User_020949 adalah Honda berwarna Merah.,Apa merek mobil User_020949?,Honda
User_018003_F4,User_018003_Q4,User_018003 baru membeli Suzuki warna Ungu.,Apa warna mobil User_018003?,Ungu
User_023393_F0,User_023393_Q0,User_023393 tinggal di kota Denpasar.,Di kota mana User_023393 tinggal?,Denpasar
User_027647_F0,User_027647_Q0,User_027647 tinggal di kota Mataram.,Di kota mana User_027647 tinggal?,Mataram
User_002954_F4,User_002954_Q4,User_002954 baru membeli Hyundai warna Merah.,Apa warna mobil User_002954?,Merah
User_017990_F2,User_017990_Q2,User_017990 memiliki peliharaan Kucing bernama Luna.,Siapa nama peliharaan User_017990?,Luna
User_003728_F1,User_003728_Q1,User_003728 bekerja sebagai Insinyur.,Apa pekerjaan User_003728?,Insinyur
User_023013_F0,User_023013_Q0,User_023013 tinggal di kota Yogyakarta.,Di kota mana User_023013 tinggal?,Yogyakarta
User_007347_F2,User_007347_Q2,User_007347 memiliki peliharaan Kucing bernama Bubu.,Siapa nama peliharaan User_007347?,Bubu
User_022437_F3,User_022437_Q3,Mobil yang dimiliki User_022437 adalah Ford berwarna Hitam.,Apa merek mobil User_022437?,Ford
User_003081_F3,User_003081_Q3,Mobil yang dimiliki User_003081 adalah Suzuki berwarna Hijau.,Apa merek mobil User_003081?,Suzuki
User_024282_F4,User_024282_Q4,User_024282 baru membeli Mazda warna Cokelat.,Apa warna mobil User_024282?,Cokelat
User_016484_F0,User_016484_Q0,User_016484 tinggal di kota Kupang.,Di kota mana User_016484 tinggal?,Kupang
User_019507_F4,User_019507_Q4,User_019507 baru membeli Daihatsu warna Ungu.,Apa warna mobil User_019507?,Ungu
User_015515_F0,User_015515_Q0,User_015515 tinggal di kota Mataram.,Di kota mana User_015515 tinggal?,Mataram
User_027986_F1,User_027986_Q1,User_027986 bekerja sebagai Penulis.,Apa pekerjaan User_027986?,Penulis
User_024382_F3,User_024382_Q3,Mobil yang dimiliki User_024382 adalah Daihatsu berwarna Cokelat.,Apa merek mobil User_024382?,Daihatsu
User_028843_F0,User_028843_Q0,User_028843 tinggal di kota Malang.,Di kota mana User_028843 tinggal?,Malang
User_009832_F1,User_009832_Q1,User_009832 bekerja sebagai Wartawan.,Apa pekerjaan User_009832?,Wartawan
User_002753_F2,User_002753_Q2,User_002753 memiliki peliharaan Anjing bernama Mochi.,Siapa nama peliharaan User_002753?,Mochi
User_012685_F2,User_012685_Q2,User_012685 memiliki peliharaan Anjing bernama Max.,Siapa nama peliharaan User_012685?,Max
User_018926_F1,User_018926_Q1,User_018926 bekerja sebagai Petani.,Apa pekerjaan User_018926?,Petani
User_020545_F4,User_020545_Q4,User_020545 baru membeli Toyota warna Kuning.,Apa warna mobil User_020545?,Kuning
User_009489_F4,User_009489_Q4,User_009489 baru membeli Mitsubishi warna Abu-abu.,Apa warna mobil User_009489?,Abu-abu
User_029437_F0,User_029437_Q0,User_029437 tinggal di kota Denpasar.,Di kota mana User_029437 tinggal?,Denpasar
User_023006_F3,User_023006_Q3,Mobil yang dimiliki User_023006 adalah Mazda berwarna Kuning.,Apa merek mobil User_023006?,Mazda
User_005940_F0,User_005940_Q0,User_005940 tinggal di kota Malang.,Di kota mana User_005940 tinggal?,Malang
User_003302_F3,User_003302_Q3,Mobil yang dimiliki User_003302 adalah Honda berwarna Biru.,Apa merek mobil User_003302?,Honda
User_020918_F3,User_020918_Q3,Mobil yang dimiliki User_020918 adalah Toyota berwarna Ungu.,Apa merek mobil User_020918?,Toyota
User_006932_F0,User_006932_Q0,User_006932 tinggal di kota Semarang.,Di kota mana User_006932 tinggal?,Semarang
User_022671_F3,User_022671_Q3,Mobil yang dimiliki User_022671 adalah Ford berwarna Kuning.,Apa merek mobil User_022671?,Ford
User_007940_F4,User_007940_Q4,User_007940 baru membeli Suzuki warna Cokelat.,Apa warna mobil User_007940?,Cokelat
User_018436_F3,User_018436_Q3,Mobil yang dimiliki User_018436 adalah Nissan berwarna Ungu.,Apa merek mobil User_018436?,Nissan
User_017254_F0,User_017254_Q0,User_017254 tinggal di kota Medan.,Di kota mana User_017254 tinggal?,Medan
User_027079_F2,User_027079_Q2,User_027079 memiliki peliharaan Hamster bernama Luna.,Siapa nama peliharaan User_027079?,Luna
User_011600_F1,User_011600_Q1,User_011600 bekerja sebagai Insinyur.,Apa pekerjaan User_011600?,Insinyur
User_002013_F2,User_002013_Q2,User_002013 memiliki peliharaan Kura-kura bernama Oyen.,Siapa nama peliharaan User_002013?,Oyen
User_014158_F4,User_014158_Q4,User_014158 baru membeli Hyundai warna Cokelat.,Apa warna mobil User_014158?,Cokelat
User_005641_F4,User_005641_Q4,User_005641 baru membeli Hyundai warna Abu-abu.,Apa warna mobil User_005641?,Abu-abu
User_007072_F0,User_007072_Q0,User_007072 tinggal di kota Yogyakarta.,Di kota mana User_007072 tinggal?,Yogyakarta
User_006797_F1,User_006797_Q1,User_006797 bekerja sebagai Pilot.,Apa pekerjaan User_006797?,Pilot
User_015002_F4,User_015002_Q4,User_015002 baru membeli Ford warna Hitam.,Apa warna mobil User_015002?,Hitam
User_022472_F0,User_022472_Q0,User_022472 tinggal di kota Samarinda.,Di kota mana User_022472 tinggal?,Samarinda
User_029856_F0,User_029856_Q0,User_029856 tinggal di kota Bandung.,Di kota mana User_029856 tinggal?,Bandung
User_025402_F1,User_025402_Q1,User_025402 bekerja sebagai Programmer.,Apa pekerjaan User_025402?,Programmer
User_002382_F1,User_002382_Q1,User_002382 bekerja sebagai Koki.,Apa pekerjaan User_002382?,Koki
User_012420_F4,User_012420_Q4,User_012420 baru membeli BMW warna Kuning.,Apa warna mobil User_012420?,Kuning
User_000927_F2,User_000927_Q2,User_000927 memiliki peliharaan Ayam bernama Simba.,Siapa nama peliharaan User_000927?,Simba
User_000771_F0,User_000771_Q0,User_000771 tinggal di kota Yogyakarta.,Di kota mana User_000771 tinggal?,Yogyakarta
User_001400_F0,User_001400_Q0,User_001400 tinggal di kota Makassar.,Di kota mana User_001400 tinggal?,Makassar
User_029527_F4,User_029527_Q4,User_029527 baru membeli BMW warna Hitam.,Apa warna mobil User_029527?,Hitam
User_008655_F4,User_008655_Q4,User_008655 baru membeli Ford warna Hijau.,Apa warna mobil User_008655?,Hijau
User_005053_F0,User_005053_Q0,User_005053 tinggal di kota Banjarmasin.,Di kota mana User_005053 tinggal?,Banjarmasin
User_026309_F2,User_026309_Q2,User_026309 memiliki peliharaan Anjing bernama Kiko.,Siapa nama peliharaan User_026309?,Kiko
User_011291_F4,User_011291_Q4,User_011291 baru membeli Mazda warna Oranye.,Apa warna mobil User_011291?,Oranye
User_028762_F2,User_028762_Q2,User_028762 memiliki peliharaan Anjing bernama Mochi.,Siapa nama peliharaan User_028762?,Mochi
User_011203_F0,User_011203_Q0,User_011203 tinggal di kota Balikpapan.,Di kota mana User_011203 tinggal?,Balikpapan
User_001648_F0,User_001648_Q0,User_001648 tinggal di kota Semarang.,Di kota mana User_001648 tinggal?,Semarang
User_021865_F4,User_021865_Q4,User_021865 baru membeli Mitsubishi warna Kuning.,Apa warna mobil User_021865?,Kuning
User_022659_F2,User_022659_Q2,User_022659 memiliki peliharaan Musang bernama Coco.,Siapa nama peliharaan User_022659?,Coco
User_004909_F0,User_004909_Q0,User_004909 tinggal di kota Medan.,Di kota mana User_004909 tinggal?,Medan
User_018031_F3,User_018031_Q3,Mobil yang dimiliki User_018031 adalah Honda berwarna Putih.,Apa merek mobil User_018031?,Honda
User_018495_F1,User_018495_Q1,User_018495 bekerja sebagai Guru.,Apa pekerjaan User_018495?,Guru
User_017136_F2,User_017136_Q2,User_017136 memiliki peliharaan Burung bernama Luna.,Siapa nama peliharaan User_017136?,Luna
User_022983_F1,User_022983_Q1,User_022983 bekerja sebagai Pilot.,Apa pekerjaan User_022983?,Pilot
User_002223_F4,User_002223_Q4,User_002223 baru membeli Hyundai warna Hijau.,Apa warna mobil User_002223?,Hijau
